DietMatchesRecipe,AuthorId,RecipeId
True,1131476E,59336
False,2002778182E,45034
False,2000854866D,49737
False,1689278B,67256
True,427184B,17615
False,52792D,36053
False,1800151436C,290721
False,2001372111C,19068
True,108954D,446277
False,2001269791D,68659
True,2001269791D,20289
False,2001269791D,51524
True,2001894539D,38719
True,1802828512D,290342
False,2511448D,113547
True,2511448D,46776
True,2795452B,59732
False,2795452B,90765
True,2795452B,20616
False,2001280898E,514605
True,2553911B,129104
False,2738054C,40022
True,321113B,30358
False,1315295A,194780
True,1315295A,25028
False,1315295A,29935
False,1315295A,47606
False,1315295A,69630
False,633140E,18103
False,633140E,51155
False,273267B,2886
True,2905905C,160300
True,453872C,15875
True,2089962A,100727
True,2089962A,226675
False,2089962A,150384
False,1803211040A,25806
False,1384149E,228438
False,2000918028E,87085
True,2000918028E,85629
True,2000918028E,150863
False,2000918028E,85780
False,2000918028E,33919
True,2000918028E,15988
True,2002655997C,23070
True,1053097B,95068
False,1286496D,76710
False,1286496D,113102
False,1286496D,48153
False,1286496D,69953
False,1286496D,136931
True,1286496D,59967
True,1286496D,133714
False,2002700566D,315933
False,2000045647C,285936
False,2000271166E,317152
False,19702C,174808
False,19702C,284342
True,2002348529C,79431
False,2002348529C,245688
False,168248B,7547
False,2758525A,116382
False,2758525A,69447
False,2758525A,271297
True,2758525A,67787
False,2002635755C,90003
True,2002635755C,24859
False,2002635755C,22127
False,2002635755C,47379
True,2002635755C,46867
True,2002635755C,20545
True,2002635755C,62919
True,2002635755C,76930
False,2002635755C,19305
True,2002635755C,18872
True,2002635755C,13391
False,2002635755C,22761
True,176657E,92095
False,1305535A,397572
True,1305535A,94593
True,907077E,32668
False,2389571A,267464
False,2530799E,25035
True,809152A,5150
True,2900765D,43813
False,2900765D,88548
False,82552A,185560
False,82552A,107997
False,858199C,310518
True,858199C,317990
False,112964D,9254
True,171181E,30358
True,171181E,23257
True,171181E,362350
False,171181E,63446
False,171181E,67161
True,171181E,87338
False,171181E,107824
False,171181E,20387
False,171181E,186256
False,171181E,57679
True,171181E,275335
False,171181E,306161
False,171181E,17181
True,171181E,14106
False,171181E,243018
True,171181E,16570
True,171181E,82503
False,171181E,301632
True,171181E,331102
True,171181E,134725
False,171181E,72455
True,171181E,322526
True,171181E,130663
True,171181E,390660
True,171181E,387605
True,171181E,316640
False,171181E,154225
True,171181E,274831
False,171181E,144883
False,171181E,34841
False,171181E,135403
False,171181E,144318
True,171181E,79715
False,171181E,56804
False,171181E,74301
False,171181E,183686
False,171181E,69990
False,171181E,143877
False,171181E,151689
True,171181E,293657
True,171181E,70063
True,171181E,19042
True,171181E,107230
False,171181E,44289
True,171181E,145935
False,556104A,487
False,556104A,5018
True,723416D,310199
True,2949202E,173691
False,2002149602D,219559
False,2002149602D,13982
False,2001594351D,83694
False,1088846A,69089
False,1770521A,67405
False,1663891A,32204
False,1663891A,25348
False,1145611B,56804
True,2002438514B,135350
True,559699C,197021
False,271727D,74017
False,271727D,168056
True,271727D,193205
True,536023A,523538
True,1708738D,47121
True,2000740677E,38716
True,2000740677E,26557
False,2000740677E,32082
True,2000740677E,69719
True,1854222A,62286
False,2002099122C,42780
False,2002099122C,78816
False,2002099122C,101601
True,2611473C,216350
True,913858C,398107
False,928662C,71732
False,1289229C,53842
False,574306A,308475
False,254987D,162010
False,254987D,159273
True,837544D,11177
False,335475B,103443
False,335475B,86584
False,615581B,183081
True,138686D,88459
False,1802610533C,306849
True,2543766B,115335
False,13970D,26243
True,13970D,33096
True,13970D,31701
False,13970D,24827
False,13970D,37889
False,13970D,29935
False,13970D,50135
True,410525C,501041
False,2001587364D,159894
False,449661A,38023
True,2562013A,31750
False,2907892E,271945
True,2001819879D,271575
True,1680687C,25418
False,1680687C,37490
False,1680687C,18040
False,1680687C,56651
True,1680687C,31074
True,1680687C,39107
False,1680687C,29690
False,1800432530C,205878
False,1800432530C,75644
True,1800432530C,74399
False,1800432530C,26849
False,1800432530C,278846
True,1800432530C,80470
False,1800432530C,108522
True,1800432530C,69525
True,1800432530C,52111
True,1800432530C,213191
False,872966C,107366
True,872966C,66294
False,2001358646D,30006
False,1472544A,443048
False,2569015C,25043
False,2569015C,12664
True,2569015C,52680
False,602676C,522925
False,2184682D,324570
True,2184682D,137725
True,154237D,90073
False,1404060D,2496
False,2035423A,58849
False,2001967428D,129738
False,2001967428D,28021
False,2001967428D,380605
True,2001967428D,81734
False,2001967428D,68179
True,2001967428D,19103
False,2001967428D,50026
False,2001967428D,29172
True,2001967428D,21561
True,2001967428D,111063
False,2001967428D,9836
True,2001967428D,108164
True,2001967428D,17917
False,2001967428D,142068
True,2001967428D,90900
True,2001967428D,256115
True,1542074E,234833
False,1542074E,113064
True,339569B,168634
True,2000140052D,85629
True,775561C,58216
False,176392E,497440
True,2001045719E,130623
False,1803769730D,42292
False,758991C,19259
False,758991C,11286
False,758991C,223683
False,758991C,176376
False,1800045183E,131018
False,1278100D,16887
True,1278100D,21023
True,2002624859A,79469
True,1786859E,59636
False,1786859E,139670
False,1786859E,132511
False,1786859E,68397
False,1786859E,32204
False,1786859E,373266
True,1786859E,18410
False,1786859E,171465
False,1786859E,52624
False,1786859E,299163
True,1786859E,117147
False,1786859E,104248
False,1786859E,294554
False,1786859E,117923
True,630572C,69429
False,630572C,50367
True,630572C,88753
False,1800174616B,154351
True,1800174616B,104333
True,1800174616B,47121
False,2197128A,42728
False,2001425464E,491472
True,1600423E,50684
False,712584E,287822
False,712584E,123522
False,1554515C,109132
False,179809B,62130
False,2002476024D,260654
False,2002476024D,373583
True,2002476024D,343412
True,2002600211D,12030
True,1414347E,245323
False,1802835601A,41808
False,1802835601A,60072
True,1802835601A,153631
False,220234B,146325
False,58313D,405427
False,539315A,50022
False,2001191873B,26257
False,258080D,78098
False,2000880723D,20574
True,438296A,18224
False,894826C,167491
False,2149861A,9272
False,2000783562E,316304
True,1392494A,137857
False,166338D,487851
False,2559557D,37581
False,2559557D,39681
True,2559557D,177017
False,2559557D,19107
True,2559557D,29598
True,2559557D,25446
True,2559557D,32607
False,769398B,128550
True,2001427870B,44321
False,1951404B,169869
False,2929686C,270331
False,2001187075C,381148
False,1802491812C,81091
False,1802370052C,165531
False,323277C,239629
True,458505E,9351
False,2275187C,14359
False,2001473481A,180797
True,2001473481A,251200
False,2001473481A,181487
False,1122181E,567
False,625477E,345287
False,625477E,12490
True,625477E,136597
False,625477E,345244
True,625477E,271124
False,625477E,345291
True,625477E,77600
False,898094B,103404
True,1033993E,57424
True,1033993E,79082
True,1033993E,18643
False,2000116625B,52272
False,2000116625B,102672
True,2000116625B,18432
True,2000452188C,425819
False,2000119194D,530225
True,2001898741B,54026
True,1803097378D,410506
True,1138950E,89932
False,2001898882A,302200
False,1800198077E,202552
False,2001094756E,164472
True,2001094756E,182935
True,1615168B,73518
True,1615168B,11231
True,2366439A,390582
False,1162571E,30818
False,855539B,255239
True,855539B,9327
False,2000887098D,81075
False,1557023A,104832
False,2002150870C,55797
False,251041D,338328
True,1802804865D,10083
True,1386793D,8554
True,1386793D,171157
False,2002345146B,254018
False,2002345146B,20598
False,2002345146B,171744
True,2002345146B,237684
False,2002345146B,90686
True,2002345146B,212932
False,2002345146B,133817
False,2002345146B,299916
False,2002345146B,199392
True,2002345146B,252649
True,2002345146B,183828
True,2002345146B,172895
True,2002345146B,226621
True,2002345146B,200258
False,194023E,143307
True,194023E,227919
False,1443323B,73274
True,1382372A,125021
True,1441624A,12030
False,1355827B,41426
False,2002146445A,282216
True,1803644710B,150863
False,1803644710B,26217
False,1803644710B,99476
True,1803644710B,80470
True,94970A,52524
False,149473E,224691
False,824657E,141940
True,1083547D,102631
True,2000842998B,352824
False,2000842998B,29155
True,2000842998B,33781
False,2000842998B,3564
True,2000842998B,51526
False,2000842998B,25388
True,2000842998B,52282
True,219119D,109699
True,1735356C,56744
True,571469E,222020
True,1437551C,103215
False,400233D,38824
False,400233D,28956
False,400233D,78512
False,322732C,2886
False,1800829350C,42094
False,2752317E,67256
False,1212721C,13828
False,1212721C,4884
True,1507343E,133458
True,1507343E,502876
False,2002410253D,33387
False,2002738256C,45809
False,623179D,282620
True,623179D,20125
True,1572180D,282544
False,749562D,26370
False,471715A,83985
False,1612090A,8846
False,2846390E,2886
True,2000304007D,201801
True,116314A,108310
True,809739D,76895
False,2055978E,2886
True,720380B,11474
False,48944C,310640
True,1378169C,22473
False,138944D,102087
True,138944D,139844
False,138944D,301315
True,138944D,148007
False,138944D,80434
True,138944D,54230
True,244570B,56534
False,244570B,55469
False,244570B,73825
True,1802655907B,12702
True,1802655907B,126936
False,169717A,157475
True,169717A,225101
True,169717A,83613
False,169717A,9326
False,169717A,75216
True,169717A,122061
False,169717A,39180
True,11633A,115631
True,1746048E,208645
False,496407D,359369
True,1140690A,70923
True,821597C,24563
True,1065229B,242675
False,1065229B,140047
True,2001592034B,382428
True,2001760325B,104732
True,2001760325B,116118
True,2001760325B,92175
True,2001760325B,26772
False,2000293997C,311434
True,1171259A,46700
True,1272790D,151029
False,1272790D,2886
False,2001986346D,186729
False,2002711478C,293038
False,2927688A,275072
True,1324811A,66093
True,2318726C,103381
False,558324D,24862
False,558324D,220530
False,558324D,34396
True,558324D,230571
False,558324D,78959
True,558324D,60454
False,558324D,29112
True,1158692A,73630
False,1158692A,13948
True,1158692A,35375
True,1158692A,92597
False,1158692A,101731
True,1158692A,23264
False,1158692A,26559
False,1158692A,63553
False,1158692A,74944
False,2161698A,230152
False,2161698A,133818
False,2161698A,50315
True,2161698A,47594
False,2161698A,229212
False,2161698A,47188
True,2161698A,226212
True,2161698A,9403
True,271351B,272221
True,2000536493C,42071
True,986892B,82753
True,620246C,106499
True,2002494134C,29320
False,2002494134C,65518
True,2002494134C,86074
False,2002494134C,84193
True,2002494134C,56407
True,2002494134C,61824
True,2002494134C,13088
True,2002494134C,74404
True,2002494134C,24476
False,2002494134C,70142
True,2002494134C,82710
True,2002494134C,51550
False,2002062585D,125218
True,1978894D,59573
True,340244C,252385
False,1802526297A,284928
False,1802526297A,46581
True,1802526297A,213961
True,1802526297A,106551
False,1802526297A,100398
True,1802526297A,80036
True,1802526297A,119562
True,1802526297A,94756
False,290010B,113759
False,551116E,238880
False,2707151D,249520
False,2001873361E,26370
True,2000766161E,29400
False,1198627E,338863
False,1198627E,13203
False,207265C,43029
True,288058C,18163
True,1803441505C,388174
False,1803441505C,100596
True,1803441505C,6737
True,1803441505C,60261
False,1803441505C,275002
False,398001E,141104
False,398001E,42636
True,398001E,49609
False,398001E,79836
False,398001E,21547
False,398001E,121614
True,398001E,200805
False,398001E,85201
False,398001E,343524
False,398001E,77028
False,398001E,23983
True,398001E,49156
False,398001E,76616
True,398001E,3180
False,398001E,46501
False,398001E,92963
True,398001E,141807
False,613224A,407630
True,460226E,104195
True,2497872B,88346
False,1191044E,65645
True,444026E,19424
False,444026E,91791
False,444026E,77397
True,2001278749E,28026
True,2584658D,437214
False,2688247D,266068
False,2688247D,220924
False,2688247D,330071
False,2688247D,205911
False,2688247D,321618
False,2688247D,81977
False,2688247D,202722
False,2688247D,263525
False,2688247D,191497
False,2688247D,220698
False,2688247D,231531
True,2688247D,206078
False,378197D,3651
True,632412B,361341
False,632412B,16883
True,1002521C,99709
False,147607E,104163
False,1102715B,237443
True,865605C,77241
True,2680834D,133865
True,2783761A,97496
True,2783761A,26306
False,2783761A,15242
True,2783761A,74844
True,2783761A,76930
False,2783761A,139579
False,2783761A,4957
False,2783761A,154351
True,199971A,135577
True,2000639673D,119678
False,2000639673D,38125
True,2000639673D,68955
False,2000639673D,75584
True,2017570D,360842
False,2017570D,414121
False,2017570D,179004
False,2017570D,336036
True,2017570D,149894
True,2017570D,246601
False,2017570D,294760
False,2017570D,225189
True,2017570D,166205
False,2017570D,185937
False,2017570D,425207
False,2017570D,124296
True,2017570D,226276
True,2017570D,110289
False,2017570D,163697
True,2017570D,98178
False,2017570D,263997
False,2017570D,221892
True,2017570D,216920
True,2017570D,381874
False,2017570D,22613
False,2017570D,447120
True,2017570D,77600
False,2017570D,424005
False,2017570D,418835
True,2017570D,256067
True,2017570D,39442
True,2017570D,118761
True,2017570D,194982
False,2017570D,402538
False,2017570D,360500
False,2017570D,39318
False,2017570D,70248
False,2017570D,152480
False,2017570D,178154
True,2017570D,450804
False,2017570D,162361
False,2017570D,211398
False,2017570D,341246
True,2017570D,171663
False,2017570D,358294
True,2017570D,65899
False,2017570D,155759
False,2017570D,63002
False,2017570D,376779
True,2017570D,259733
False,2017570D,193922
True,2017570D,37808
False,2017570D,355590
False,2017570D,226443
False,2017570D,152308
True,2017570D,203963
False,2017570D,96877
True,2017570D,221229
False,2017570D,269088
False,2017570D,43068
True,2017570D,162501
False,2017570D,131644
True,2017570D,421073
False,2017570D,109504
False,2017570D,164637
False,2017570D,211832
False,2017570D,120713
True,2017570D,141152
False,2017570D,71836
True,2017570D,229671
True,2017570D,64622
False,2017570D,126291
False,2017570D,359802
False,2017570D,51570
True,2017570D,317798
False,2017570D,214812
False,2017570D,227732
True,2017570D,39390
True,2017570D,439394
False,2017570D,248808
False,2017570D,363503
False,2017570D,154398
True,2017570D,197227
True,2017570D,195766
True,2017570D,372461
True,2017570D,399814
True,2017570D,200053
True,2017570D,135336
False,2017570D,96250
True,2017570D,134029
True,2017570D,391962
False,2017570D,113846
True,2017570D,227480
False,2017570D,141457
False,2017570D,349876
True,2017570D,115398
False,2017570D,301500
True,2017570D,248097
False,2017570D,265561
False,2017570D,128976
True,2017570D,183889
True,2017570D,154353
False,2017570D,146485
False,2017570D,276892
True,2017570D,57368
True,2017570D,412237
True,2017570D,225320
True,2017570D,326144
False,282246D,12501
False,2002686460B,497450
True,2001338520B,119611
True,2695412C,49609
False,1543060D,130255
False,1543060D,106384
False,1543060D,35416
True,1543060D,9363
False,1543060D,106280
True,1803625723E,18410
False,1801898445E,405111
True,498340E,313388
True,2919616E,344609
True,2919616E,408294
False,2919616E,348562
False,2919616E,520819
False,2919616E,188049
False,2919616E,261889
False,2919616E,501874
False,2919616E,117521
False,2919616E,99803
False,2919616E,279555
True,2919616E,104715
False,2919616E,63828
False,2919616E,374322
False,2919616E,57505
True,2919616E,54859
True,2919616E,33973
False,2919616E,30018
True,2919616E,214740
False,2919616E,433638
False,2919616E,69064
True,2919616E,79595
False,2919616E,44299
True,2919616E,102999
True,2919616E,346344
True,2919616E,359479
True,2919616E,54681
True,2919616E,345502
False,2919616E,14190
False,2919616E,27224
True,2919616E,427994
False,2919616E,133513
True,2919616E,91079
False,2919616E,161393
False,2919616E,190442
True,2919616E,247738
False,2919616E,470974
False,2919616E,93401
False,2919616E,17990
True,2919616E,88812
False,2919616E,472531
True,2919616E,95896
False,2919616E,4018
False,2919616E,337063
False,2919616E,25043
True,2919616E,133438
False,2919616E,354563
False,2919616E,51884
True,2919616E,66258
True,2919616E,112681
False,2919616E,135671
False,2919616E,127531
False,2919616E,198431
True,2919616E,285594
True,2919616E,107712
False,2919616E,116887
True,2919616E,27951
True,2919616E,428649
False,2919616E,50825
False,2919616E,204407
True,2919616E,199205
False,2919616E,286365
False,2919616E,32898
False,2919616E,63981
False,2919616E,84052
True,2919616E,3860
True,2919616E,204901
True,2919616E,65049
True,2919616E,43742
False,2919616E,32204
False,2919616E,137204
False,2919616E,87085
True,2919616E,231632
False,2919616E,42976
True,2919616E,115356
True,2919616E,105573
False,2919616E,28768
False,2919616E,166435
False,2919616E,18902
False,2919616E,387387
False,2919616E,115832
False,2919616E,154790
True,2919616E,374928
True,2919616E,178184
True,2919616E,79999
False,2919616E,117572
True,2919616E,35065
False,2919616E,32652
True,2919616E,210692
True,2919616E,281042
True,2919616E,55351
True,2919616E,316620
True,2919616E,60136
False,2919616E,434590
True,2919616E,137609
False,2919616E,31110
True,2919616E,305652
True,2919616E,152232
False,2919616E,94496
False,2919616E,30291
True,2919616E,274427
False,2919616E,341549
False,2919616E,388351
True,2919616E,86891
True,2919616E,162944
True,2919616E,258511
False,2919616E,324413
True,2919616E,30954
False,2919616E,61144
False,2919616E,79562
True,2919616E,115260
False,2919616E,286329
False,2919616E,487593
True,2919616E,218207
False,2919616E,69500
False,2919616E,36634
False,2919616E,31128
False,2919616E,413695
False,2919616E,108364
False,2919616E,455672
False,2919616E,282123
False,2919616E,4891
True,2919616E,185731
True,2919616E,415554
True,2919616E,42886
False,2919616E,416475
False,2919616E,366596
True,2919616E,93674
True,2919616E,247999
False,2919616E,41142
True,2919616E,199955
True,2919616E,49027
True,2919616E,105865
False,2919616E,213659
False,2919616E,208429
True,2919616E,282079
True,2919616E,221183
False,2919616E,282040
True,2919616E,12794
True,2919616E,31286
True,2919616E,59680
True,2919616E,30081
False,2919616E,11642
False,2919616E,43722
True,2919616E,147262
False,2919616E,56639
True,2919616E,88991
False,2919616E,348557
False,2919616E,67382
False,2919616E,123107
False,2919616E,300152
True,2919616E,55703
True,2919616E,54673
False,2919616E,24306
False,2919616E,320631
False,2919616E,63733
False,2919616E,410344
False,2919616E,100651
False,2919616E,502397
False,2919616E,320630
False,2919616E,503238
True,2919616E,111781
True,2919616E,11586
False,2919616E,57836
False,2919616E,78624
False,2919616E,11684
False,2919616E,81675
False,2919616E,44925
False,2919616E,282720
False,2919616E,467427
True,2919616E,81029
False,2919616E,62012
True,2919616E,231658
True,2919616E,80960
False,2919616E,515188
True,2919616E,104935
True,2919616E,35775
False,2919616E,57591
True,2919616E,21688
False,2919616E,70282
False,2919616E,389618
False,2919616E,225134
False,2919616E,381309
True,2919616E,59573
False,2919616E,97531
True,2919616E,67930
True,2919616E,407673
False,2919616E,234539
True,2919616E,389803
False,2919616E,417271
True,2919616E,32253
False,2919616E,337449
False,2919616E,406757
False,2919616E,41489
False,2919616E,37037
False,2919616E,39125
False,2919616E,394772
True,2919616E,34499
True,2919616E,68485
True,2919616E,161083
False,2919616E,280821
True,2919616E,422197
False,2919616E,249999
False,2919616E,143638
False,2919616E,433667
True,2919616E,171553
False,2919616E,100943
True,2919616E,132518
False,2919616E,87908
False,2919616E,55711
True,2919616E,55575
True,2919616E,76353
True,2919616E,146563
False,2919616E,408880
False,2919616E,438883
False,2919616E,11811
True,2919616E,11969
True,2919616E,75508
True,2919616E,486191
False,2919616E,112925
True,2919616E,155369
False,33025C,32082
False,1434180D,8603
False,2001853324E,2278
True,913739E,158977
False,644502D,61402
False,644502D,45508
False,644502D,48241
True,644502D,34695
False,644502D,89014
False,644502D,89921
True,644502D,8972
True,644502D,109416
False,783442B,40022
False,2001907029A,13906
False,1803143463C,276205
False,1144536A,22747
False,849787C,85660
False,849787C,38748
True,849787C,60560
False,849787C,99156
False,2267811B,253399
False,2267811B,331757
False,2267811B,278497
False,1269338E,141983
True,1456391C,25216
False,1456391C,143547
False,1456391C,97562
False,1456391C,103281
False,1456391C,32019
False,1456391C,423394
True,324585D,366083
False,1800235429B,55634
False,1800235429B,52711
False,1162017C,269872
True,2613452D,366250
False,443744C,25885
False,1802847893E,360157
True,145960E,61242
False,894643A,63724
False,226283D,9463
False,226283D,79944
False,226283D,349909
False,226283D,65167
True,226283D,275174
True,226283D,235057
True,226283D,361506
False,226283D,262119
False,226283D,323358
True,226283D,167273
False,226283D,350748
False,226283D,42603
True,226283D,199421
True,226283D,308743
True,226283D,262851
True,226283D,270648
False,226283D,319972
True,226283D,50342
True,226283D,363410
False,226283D,53533
False,226283D,59027
True,226283D,298551
False,226283D,310032
True,226283D,304020
False,226283D,58058
False,226283D,263091
False,226283D,34716
True,226283D,87471
False,226283D,156540
False,226283D,364986
False,226283D,33172
False,226283D,39234
True,226283D,136537
False,226283D,73166
False,226283D,468464
False,226283D,253442
False,226283D,149594
False,226283D,47616
False,226283D,153966
True,226283D,256362
False,226283D,182881
True,226283D,461146
False,226283D,56262
False,226283D,354523
False,226283D,317902
False,226283D,148513
False,226283D,61207
False,226283D,17316
False,226283D,134690
False,226283D,18816
False,226283D,463877
True,226283D,341860
False,226283D,323212
False,226283D,294969
True,226283D,296523
True,226283D,43977
False,226283D,364755
False,226283D,201214
True,226283D,408979
False,226283D,41027
True,226283D,324091
False,226283D,263386
False,226283D,60645
False,226283D,351541
False,226283D,359522
True,226283D,4663
False,226283D,150131
True,226283D,337068
True,226283D,9494
True,1868380E,28045
False,241054D,31394
False,241054D,46072
True,241054D,23094
False,945831D,181870
True,945831D,49321
False,945831D,69407
True,202686B,46560
False,2002872562D,17123
False,2001203239A,108775
True,799290B,133563
True,799290B,105152
True,799290B,14301
True,799290B,73532
False,799290B,106330
False,799290B,107388
True,799290B,67682
False,799290B,69661
True,799290B,36840
True,1432557D,58064
False,1432557D,127422
True,234315A,113707
False,1559299A,151177
True,411832B,519250
False,239072D,24687
False,2001518282D,328537
True,1802859798A,93426
True,606805A,459916
True,2000281327B,47884
True,813210A,426718
True,2432511E,184868
False,2000848585A,25626
True,2000848585A,37610
False,2001681607C,358133
True,2001681607C,270836
False,2002475172A,115778
True,416537B,43331
True,416537B,66703
True,416537B,48490
False,416537B,184164
True,226537B,254016
False,268170A,18599
False,2002753438A,42160
False,2002753438A,5194
True,1400501A,39017
False,1803240227C,45620
True,1803240227C,14052
False,1803240227C,110690
False,1803240227C,66799
False,328380A,84865
False,328380A,45809
False,2001818753C,150131
False,2000683133E,57413
False,1610575C,145312
True,1349716B,25113
False,1349716B,236631
False,2002472262C,88410
False,282362C,31717
True,282362C,9403
False,282362C,110808
False,282362C,50848
True,282362C,41168
False,282362C,237275
False,282362C,309837
False,282362C,131393
False,282362C,385071
True,282362C,38569
True,282362C,70026
True,282362C,107786
True,282362C,385007
False,282362C,97574
False,282362C,1209
True,282362C,29833
False,282362C,57765
True,282362C,217847
False,282362C,337063
False,282362C,214555
True,282362C,51166
True,282362C,54099
False,282362C,131018
True,282362C,55530
True,862677E,190128
True,2001985499E,44278
True,1770497D,125399
True,1770497D,9004
True,664241D,13285
True,664241D,56684
False,664241D,104975
False,664241D,81545
False,664241D,50353
False,470549D,224947
True,1668675A,42821
True,2535939A,213909
False,99323E,169764
False,99323E,38065
True,99323E,275056
True,99323E,79431
False,99323E,365787
True,2002031296A,75293
False,890216E,62838
True,890216E,166826
False,890216E,27317
True,2623841E,44278
False,2086572E,300049
False,2086572E,297777
False,1451472D,45780
False,1451472D,18816
True,1451472D,51209
False,1451472D,83625
False,1400421B,26370
False,2739309B,45809
False,2739309B,190790
True,2739309B,170480
False,2739309B,192786
False,2739309B,163297
True,2739309B,74282
True,37508A,307877
False,37508A,27860
False,2002381215B,313613
True,2423400D,449529
False,1719981A,340092
False,1386169D,244342
False,1386169D,146427
True,1386169D,18123
False,2002280490D,27074
False,2001990091D,71732
True,2001990091D,443500
False,2001990091D,247483
False,2001718129E,26370
False,2001718129E,60846
False,2001718129E,95209
True,2001718129E,101119
True,1802746587B,186131
True,1802746587B,30358
True,2611643C,274379
False,2611643C,77316
False,2611643C,13619
False,2611643C,213930
False,2611643C,25061
True,2611643C,108616
False,490762D,15301
True,490762D,28596
True,490762D,56452
True,490762D,119373
True,490762D,72864
False,490762D,50878
False,490762D,129598
False,490762D,54266
True,750246A,446490
False,750246A,324042
False,1339918B,522989
False,1279240E,28011
False,2000151400E,15413
False,2192062A,326354
False,2002749637D,41463
False,2002749637D,200296
False,2002749637D,348929
False,2002749637D,353166
False,2002749637D,66292
True,2002749637D,22022
True,2002749637D,9370
True,2002749637D,18748
False,2002749637D,371669
True,2002749637D,136923
False,2002749637D,391157
True,2002749637D,217973
False,2002749637D,112199
False,2002749637D,142524
True,2002749637D,348777
False,2002749637D,419049
False,2002315207A,59772
False,794649C,4496
False,539750D,42905
False,539750D,58256
True,2364965E,37515
False,2002285033C,31427
True,301208C,27028
True,2001453607A,162994
False,1065270D,197378
False,485734A,92756
False,1420894A,214303
False,1420894A,257931
False,1420894A,307580
False,1420894A,70423
False,1420894A,133436
True,1420894A,92216
False,1420894A,56462
False,1420894A,126158
True,1420894A,16898
False,1420894A,335632
False,1420894A,75561
True,1420894A,80960
False,1420894A,317045
False,608647C,380058
False,2001298704A,65161
False,837453A,22107
False,837453A,31901
True,1334070D,25947
False,2001710234E,17284
False,2001533134C,366140
True,2002489164A,52517
True,451574D,52393
False,451574D,99003
False,451574D,66241
False,451574D,5170
True,2308358B,139902
False,2308358B,33770
False,2308358B,65491
False,2308358B,99423
False,2308358B,73825
False,2308358B,130829
False,2308358B,50820
False,2308358B,64275
False,2308358B,210269
False,2308358B,23715
False,2308358B,27774
False,2308358B,247997
False,2308358B,30325
False,63381C,384970
True,2000241296C,456500
False,1145762C,37106
True,2001500753D,288307
True,2002520903C,104260
False,2000400122C,399091
True,426825C,26309
True,2002674659C,17006
False,31767E,218296
True,2002280502E,153701
True,1800206965D,29528
False,1800206965D,10543
False,1800206965D,58447
False,160382A,123602
False,1338130E,408205
False,146576C,57535
False,146576C,283537
True,146576C,32766
False,146576C,79544
False,146576C,35552
False,146576C,143520
False,2001508397E,14499
True,902209C,139696
False,2869551D,12967
True,1408852E,56846
False,2001494310A,40395
True,1099801A,229094
False,656451E,51140
True,656451E,119707
False,656451E,84219
False,656451E,256820
True,1005306B,158469
False,1005306B,381104
False,2000937034D,58664
True,830127D,304166
False,1663760B,71895
True,1663760B,290585
True,1663760B,196175
True,1663760B,23939
True,1663760B,184777
False,1663760B,32652
True,1663760B,30965
False,1663760B,32539
False,1663760B,78018
False,1663760B,4873
True,1663760B,10744
False,1663760B,8782
False,1663760B,40621
True,2157748B,140492
False,2000915273B,154304
False,1802529773A,200188
False,1717205E,60750
True,1134785A,105977
True,2501140A,302304
False,518537E,203946
False,518537E,150469
True,518537E,75141
True,518537E,367498
True,518537E,330034
False,518537E,394564
True,518537E,104134
False,518537E,259088
False,518537E,45437
False,518537E,391365
True,518537E,40515
False,518537E,58590
True,518537E,103797
False,518537E,184199
False,518537E,378422
False,518537E,227665
False,518537E,148656
False,518537E,104942
True,518537E,206797
True,518537E,16675
True,518537E,29649
True,518537E,233422
False,518537E,202239
True,518537E,86228
False,518537E,66595
True,518537E,287415
False,518537E,66701
True,518537E,184846
False,518537E,171148
False,518537E,105553
False,518537E,274918
False,518537E,214510
True,518537E,136756
True,518537E,112421
True,518537E,433728
True,518537E,169937
True,518537E,307850
True,518537E,83514
True,518537E,77445
True,518537E,201680
False,518537E,121279
False,518537E,71225
False,518537E,218193
True,518537E,207872
False,518537E,44102
False,518537E,428484
True,518537E,221943
True,518537E,88316
False,518537E,306863
False,518537E,270736
True,518537E,160595
True,518537E,36868
False,518537E,453057
False,518537E,383011
True,518537E,19935
False,518537E,371616
False,518537E,38251
False,518537E,82816
False,518537E,205642
False,518537E,282451
False,518537E,68397
False,518537E,270792
True,518537E,404937
True,518537E,433706
False,518537E,83609
False,518537E,340496
True,518537E,169813
True,518537E,25741
False,518537E,166367
False,518537E,269374
False,518537E,163631
True,518537E,307000
False,518537E,248109
True,518537E,24810
True,518537E,69623
False,518537E,131558
True,518537E,178714
False,518537E,61368
False,518537E,205976
False,518537E,125204
False,518537E,101018
False,518537E,161999
True,518537E,219609
False,518537E,470946
True,518537E,226191
False,518537E,189847
False,518537E,53678
False,518537E,318923
True,518537E,222170
False,518537E,103981
False,518537E,238989
False,518537E,491777
False,518537E,430278
True,518537E,299635
True,518537E,427846
False,518537E,217613
False,518537E,498820
False,518537E,469596
True,518537E,340366
True,518537E,185486
True,518537E,62751
True,518537E,125066
True,518537E,321314
False,518537E,298252
True,518537E,197274
True,518537E,63944
False,518537E,121972
False,518537E,50449
True,518537E,238164
True,518537E,267839
False,518537E,381328
False,518537E,469359
False,518537E,37168
True,518537E,133554
True,518537E,246207
True,518537E,356429
True,518537E,284445
False,518537E,188807
True,518537E,179114
False,518537E,402464
True,518537E,314902
False,518537E,118145
True,518537E,132955
